card_transaction_id,card_id,transaction_date,amount_inr,merchant,txn_type
20001704,7000046,2024-07-22,184700.78,BigBasket,REFUND
20001705,7000046,2023-03-23,122986.91,Myntra,PURCHASE
20001706,7000046,2023-10-19,169113.56,BigBasket,FEE
20001707,7000046,2024-07-26,105947.98,Local Store,PURCHASE
20001708,7000046,2025-08-15,13018.25,Uber,REFUND
20001709,7000046,2024-01-23,33679.49,Local Store,CASH_WITHDRAWAL
20001710,7000046,2025-01-05,75155.23,Local Store,CASH_WITHDRAWAL
20001711,7000046,2024-06-05,189944.93,Swiggy,REFUND
20001712,7000046,2024-04-30,5869.33,Flipkart,CASH_WITHDRAWAL
20001713,7000047,2025-01-30,112405.56,Uber,CASH_WITHDRAWAL
20001714,7000047,2025-01-18,21446.71,BigBasket,REFUND
20001715,7000047,2025-09-06,19779.51,Myntra,FEE
20001716,7000047,2023-07-01,188907.9,Amazon,PURCHASE
20001717,7000047,2024-10-21,133487.27,Local Store,REFUND
20001718,7000047,2024-08-31,34692.87,Myntra,FEE
20001719,7000047,2025-01-27,140406.45,Myntra,FEE
20001720,7000047,2023-10-26,37032.39,Uber,REFUND
20001721,7000047,2024-12-23,181291.35,Local Store,REFUND
20001722,7000047,2024-05-31,118199.69,BigBasket,FEE
20001723,7000047,2026-01-14,83135.36,Swiggy,PURCHASE
20001724,7000047,2023-11-29,161282.87,Myntra,CASH_WITHDRAWAL
20001725,7000047,2025-10-02,66146.83,Myntra,CASH_WITHDRAWAL
20001726,7000047,2025-03-23,87201.76,Uber,REFUND
20001727,7000047,2023-10-15,192117.43,Amazon,REFUND
20001728,7000047,2023-08-17,178049.42,Uber,CASH_WITHDRAWAL
20001729,7000047,2024-12-08,60555.11,BigBasket,PURCHASE
20001730,7000047,2024-10-19,184828.48,Local Store,PURCHASE
20001731,7000047,2024-07-20,30680.95,Uber,PURCHASE
20001732,7000047,2025-03-02,138287.36,Swiggy,FEE
20001733,7000047,2024-01-12,98207.4,Flipkart,REFUND
20001734,7000047,2024-06-04,140337.29,Swiggy,PURCHASE
20001735,7000047,2024-06-04,127945.89,Local Store,FEE
20001736,7000047,2025-10-27,180764.31,Uber,CASH_WITHDRAWAL
20001737,7000047,2024-05-24,91169.92,Local Store,CASH_WITHDRAWAL
20001738,7000047,2025-11-22,77013.5,BigBasket,FEE
20001739,7000047,2024-10-21,29841.55,Amazon,REFUND
20001740,7000048,2024-11-23,78678.79,Zomato,FEE
20001741,7000048,2023-12-29,198465.22,Local Store,REFUND
20001742,7000048,2024-11-07,159609.96,Flipkart,REFUND
20001743,7000048,2025-03-24,76911.13,Uber,REFUND
20001744,7000048,2025-11-13,81735.07,Uber,PURCHASE
20001745,7000048,2023-04-18,766.31,Myntra,PURCHASE
20001746,7000048,2023-08-25,142560.03,BigBasket,REFUND
20001747,7000048,2024-08-04,178638.04,Uber,REFUND
20001748,7000048,2023-02-17,70232.89,Uber,FEE
20001749,7000048,2025-07-31,129056.18,Amazon,CASH_WITHDRAWAL
20001750,7000048,2025-11-18,111026.03,Flipkart,CASH_WITHDRAWAL
20001751,7000048,2023-02-06,47672.54,Myntra,FEE
20001752,7000048,2023-07-31,132622.67,BigBasket,FEE
20001753,7000048,2025-11-10,41046.82,Myntra,CASH_WITHDRAWAL
20001754,7000048,2023-07-07,170427.99,Zomato,REFUND
20001755,7000048,2024-05-24,6136.54,Amazon,CASH_WITHDRAWAL
20001756,7000048,2023-11-09,193534.4,Amazon,PURCHASE
20001757,7000048,2025-05-15,134694.57,Flipkart,CASH_WITHDRAWAL
20001758,7000048,2023-05-07,11106.08,Amazon,REFUND
20001759,7000048,2023-02-21,14212.43,Amazon,PURCHASE
20001760,7000048,2025-05-30,58980.7,Local Store,CASH_WITHDRAWAL
20001761,7000048,2025-07-13,84217.5,Local Store,PURCHASE
20001762,7000048,2025-05-25,124105.29,Uber,FEE
20001763,7000048,2024-03-26,124006.53,Flipkart,FEE
20001764,7000048,2023-06-05,125468.19,Local Store,CASH_WITHDRAWAL
20001765,7000048,2025-07-19,50391.53,Local Store,FEE
20001766,7000048,2025-08-07,26136.03,Amazon,FEE
20001767,7000048,2025-01-11,147096.84,BigBasket,PURCHASE
20001768,7000048,2024-04-18,2310.77,Flipkart,FEE
20001769,7000049,2025-04-16,45230.7,Flipkart,REFUND
20001770,7000049,2024-10-30,85078.99,Myntra,FEE
20001771,7000049,2025-05-28,74261.6,Swiggy,CASH_WITHDRAWAL
20001772,7000049,2025-01-09,15084.35,Zomato,CASH_WITHDRAWAL
20001773,7000049,2025-10-29,140129.46,BigBasket,REFUND
20001774,7000049,2024-05-22,158331.85,Flipkart,PURCHASE
20001775,7000049,2024-06-26,58975.14,Amazon,FEE
20001776,7000049,2023-05-20,102892.47,Zomato,PURCHASE
20001777,7000049,2023-03-18,52549.8,BigBasket,FEE
20001778,7000049,2023-02-28,53883.39,BigBasket,REFUND
20001779,7000049,2024-04-17,102175.89,Local Store,PURCHASE
20001780,7000049,2025-06-11,95830.67,Flipkart,FEE
20001781,7000049,2024-10-10,104832.92,Swiggy,FEE
20001782,7000049,2023-10-06,172338.44,Myntra,REFUND
20001783,7000049,2023-11-28,34714.82,Myntra,FEE
20001784,7000049,2024-09-25,182367.92,Local Store,PURCHASE
20001785,7000049,2025-03-15,16036.89,Uber,CASH_WITHDRAWAL
20001786,7000049,2023-05-08,84943.9,Zomato,PURCHASE
20001787,7000050,2025-04-29,49909.17,Flipkart,REFUND
20001788,7000050,2025-02-15,17464.19,Local Store,FEE
20001789,7000050,2024-11-19,41672.93,Flipkart,FEE
20001790,7000050,2024-01-19,48530.94,Flipkart,FEE
20001791,7000050,2025-10-27,107754.88,Local Store,CASH_WITHDRAWAL
20001792,7000050,2025-01-25,10547.92,Swiggy,REFUND
20001793,7000050,2023-03-27,62049.27,Swiggy,PURCHASE
20001794,7000050,2025-11-05,78686.26,Amazon,PURCHASE
20001795,7000050,2024-10-10,39284.39,Zomato,REFUND
20001796,7000050,2023-07-20,65441.18,Flipkart,REFUND
20001797,7000050,2024-06-07,179459.62,Myntra,REFUND
20001798,7000050,2024-09-15,115003.24,BigBasket,REFUND
20001799,7000050,2024-03-08,199540.07,BigBasket,CASH_WITHDRAWAL
20001800,7000050,2024-05-07,49962.32,Amazon,PURCHASE
20001801,7000050,2023-06-22,178261.4,Myntra,PURCHASE
20001802,7000050,2025-04-22,101658.97,Uber,CASH_WITHDRAWAL
20001803,7000050,2023-05-12,189025.13,Swiggy,CASH_WITHDRAWAL
20001804,7000050,2024-01-23,9848.73,BigBasket,REFUND
20001805,7000050,2025-09-06,85853.87,Flipkart,FEE
20001806,7000050,2024-08-12,187710.78,Zomato,FEE
20001807,7000050,2025-12-05,137254.96,Swiggy,PURCHASE
20001808,7000050,2023-05-26,3100.93,Swiggy,FEE
20001809,7000050,2026-01-16,165367.37,Swiggy,CASH_WITHDRAWAL
20001810,7000050,2023-03-23,141618.06,Uber,PURCHASE
20001811,7000050,2025-09-28,166345.74,BigBasket,REFUND
20001812,7000050,2024-12-13,179979.94,Swiggy,PURCHASE
20001813,7000050,2025-07-06,167315.82,Amazon,REFUND
20001814,7000050,2024-05-13,193229.18,Uber,REFUND
20001815,7000050,2024-05-29,29825.91,Local Store,CASH_WITHDRAWAL
20001816,7000050,2024-07-18,158748.86,Zomato,CASH_WITHDRAWAL
20001817,7000050,2024-08-15,101863.88,Swiggy,REFUND
20001818,7000050,2025-08-01,182495.65,Flipkart,REFUND
20001819,7000050,2024-01-28,10979.89,Flipkart,REFUND
20001820,7000050,2023-05-28,91834.81,Zomato,PURCHASE
20001821,7000050,2024-12-24,38948.46,Local Store,FEE
20001822,7000050,2024-11-09,123692.67,Zomato,CASH_WITHDRAWAL
20001823,7000050,2024-11-01,140341.69,BigBasket,PURCHASE
20001824,7000050,2025-02-16,123206.62,Flipkart,PURCHASE
20001825,7000050,2024-08-30,108156.3,BigBasket,FEE
20001826,7000050,2023-12-24,14168.61,Flipkart,REFUND
20001827,7000050,2025-10-27,89321.0,Swiggy,FEE
20001828,7000050,2023-05-15,16079.0,Myntra,CASH_WITHDRAWAL
20001829,7000050,2025-05-05,182643.95,Swiggy,FEE
20001830,7000050,2025-06-05,144157.73,Flipkart,REFUND
20001831,7000050,2024-05-26,173920.85,BigBasket,PURCHASE
20001832,7000050,2025-05-19,10253.96,Flipkart,CASH_WITHDRAWAL
20001833,7000050,2025-09-10,11674.09,Local Store,REFUND
20001834,7000050,2023-11-30,137749.04,Myntra,FEE
20001835,7000050,2025-10-01,196999.24,Zomato,PURCHASE
20001836,7000050,2024-10-01,45518.95,Local Store,CASH_WITHDRAWAL
20001837,7000050,2023-05-18,14569.68,Zomato,PURCHASE
20001838,7000050,2025-10-22,174551.81,Uber,PURCHASE
20001839,7000050,2023-06-27,13555.25,Zomato,REFUND
20001840,7000050,2025-03-18,98055.29,Local Store,CASH_WITHDRAWAL
20001841,7000050,2024-08-24,131891.14,Flipkart,REFUND
20001842,7000050,2024-08-27,28923.47,Local Store,PURCHASE
20001843,7000050,2024-06-16,39469.92,Swiggy,FEE
20001844,7000051,2025-07-04,128222.6,Myntra,REFUND
20001845,7000051,2025-11-03,14006.76,Amazon,CASH_WITHDRAWAL
20001846,7000051,2024-08-18,43848.35,Amazon,REFUND
20001847,7000051,2023-07-08,89755.79,Flipkart,FEE
20001848,7000051,2024-07-30,48839.31,Flipkart,PURCHASE
20001849,7000051,2024-01-30,151486.3,Uber,FEE
20001850,7000051,2025-01-05,8180.1,Flipkart,FEE
20001851,7000051,2025-07-14,147823.21,Swiggy,FEE
20001852,7000051,2025-04-29,38555.44,Swiggy,REFUND
20001853,7000051,2024-09-19,3416.86,Local Store,REFUND
20001854,7000051,2023-11-10,44157.6,Myntra,FEE
20001855,7000051,2024-09-24,140531.65,Amazon,REFUND
20001856,7000051,2024-03-14,76233.14,Swiggy,PURCHASE
20001857,7000051,2024-09-27,188121.39,Flipkart,CASH_WITHDRAWAL
20001858,7000051,2023-05-28,103867.74,Local Store,CASH_WITHDRAWAL
20001859,7000051,2025-01-05,172930.32,Amazon,PURCHASE
20001860,7000052,2024-06-27,195842.23,BigBasket,REFUND
20001861,7000052,2025-07-29,52152.98,BigBasket,PURCHASE
20001862,7000052,2023-08-01,191325.63,BigBasket,REFUND
20001863,7000052,2023-10-28,16633.51,Zomato,PURCHASE
20001864,7000052,2025-01-13,106089.05,Uber,PURCHASE
20001865,7000052,2024-12-15,175296.7,Uber,CASH_WITHDRAWAL
20001866,7000052,2023-09-08,40544.8,Zomato,CASH_WITHDRAWAL
20001867,7000052,2024-01-25,180365.39,Local Store,REFUND
20001868,7000052,2023-08-14,9267.08,Myntra,PURCHASE
20001869,7000052,2024-08-03,9630.93,Local Store,FEE
20001870,7000052,2025-11-01,48095.67,Local Store,PURCHASE
20001871,7000052,2025-01-29,46440.49,Myntra,FEE
20001872,7000052,2023-09-07,132013.9,Myntra,PURCHASE
20001873,7000052,2023-06-06,66090.34,BigBasket,FEE
20001874,7000052,2026-01-04,137481.67,Uber,REFUND
20001875,7000052,2023-04-16,81884.83,Zomato,FEE
20001876,7000052,2026-01-03,130725.01,Myntra,REFUND
20001877,7000052,2023-09-07,79792.47,Myntra,FEE
20001878,7000052,2024-07-07,37381.75,Swiggy,CASH_WITHDRAWAL
20001879,7000052,2025-08-08,67804.98,Local Store,CASH_WITHDRAWAL
20001880,7000052,2024-03-04,45273.51,Local Store,PURCHASE
20001881,7000052,2023-03-22,135393.38,Uber,PURCHASE
20001882,7000052,2025-05-16,151075.4,Uber,PURCHASE
20001883,7000053,2024-12-03,146138.44,Myntra,CASH_WITHDRAWAL
20001884,7000053,2025-08-13,110104.15,Myntra,REFUND
20001885,7000053,2025-11-01,49440.35,Uber,FEE
20001886,7000053,2025-03-04,93258.68,BigBasket,CASH_WITHDRAWAL
20001887,7000053,2023-03-14,3904.98,Swiggy,PURCHASE
20001888,7000053,2023-04-07,188991.35,Myntra,CASH_WITHDRAWAL
20001889,7000053,2025-05-06,79743.47,BigBasket,FEE
20001890,7000053,2025-12-24,134794.65,Myntra,REFUND
20001891,7000053,2023-01-20,129646.14,Uber,REFUND
20001892,7000053,2025-12-09,121098.89,Amazon,CASH_WITHDRAWAL
20001893,7000053,2024-06-10,116401.13,Zomato,CASH_WITHDRAWAL
20001894,7000053,2025-10-29,74854.1,Myntra,REFUND
20001895,7000053,2024-07-14,196768.23,Uber,PURCHASE
20001896,7000053,2024-01-28,5443.3,Uber,CASH_WITHDRAWAL
20001897,7000053,2025-02-01,165185.18,BigBasket,FEE
20001898,7000053,2024-09-27,9455.01,Local Store,FEE
20001899,7000053,2025-05-18,3335.81,Zomato,FEE
20001900,7000053,2023-03-05,36918.06,Zomato,CASH_WITHDRAWAL
20001901,7000053,2024-07-20,94268.16,Flipkart,FEE
20001902,7000053,2023-07-04,110865.98,Local Store,CASH_WITHDRAWAL
20001903,7000053,2023-12-01,111703.57,Myntra,REFUND
20001904,7000054,2025-02-18,165441.52,Swiggy,FEE
20001905,7000054,2025-09-14,153265.05,Swiggy,FEE
20001906,7000054,2024-11-02,117132.43,Uber,CASH_WITHDRAWAL
20001907,7000054,2024-10-28,196341.26,Amazon,CASH_WITHDRAWAL
20001908,7000054,2023-05-14,1586.63,Local Store,FEE
20001909,7000054,2024-05-15,138276.57,Zomato,FEE
20001910,7000054,2025-06-10,52730.08,Flipkart,PURCHASE
20001911,7000054,2023-10-19,101276.42,Uber,REFUND
20001912,7000054,2023-02-05,142544.28,Amazon,FEE
20001913,7000054,2026-01-13,52579.81,Zomato,FEE
20001914,7000054,2024-11-28,173296.27,BigBasket,CASH_WITHDRAWAL
20001915,7000054,2023-07-05,160052.44,Myntra,PURCHASE
20001916,7000054,2025-03-28,119835.95,Zomato,REFUND
20001917,7000054,2024-06-01,122836.13,Amazon,FEE
20001918,7000054,2025-02-23,169037.28,Swiggy,FEE
20001919,7000054,2024-12-15,20710.87,Myntra,PURCHASE
20001920,7000054,2025-11-14,3367.57,Flipkart,PURCHASE
20001921,7000054,2023-06-03,89616.12,Swiggy,FEE
20001922,7000054,2025-10-17,87826.06,Uber,FEE
20001923,7000054,2023-08-22,165197.97,BigBasket,FEE
20001924,7000054,2025-04-23,156125.02,BigBasket,PURCHASE
20001925,7000054,2023-05-24,62943.27,Amazon,CASH_WITHDRAWAL
20001926,7000054,2025-10-24,24746.92,Local Store,PURCHASE
20001927,7000054,2025-03-21,101544.17,Local Store,FEE
20001928,7000054,2024-10-28,140956.99,Uber,CASH_WITHDRAWAL
20001929,7000054,2025-04-16,82575.66,Uber,REFUND
20001930,7000054,2024-10-24,54957.72,Amazon,CASH_WITHDRAWAL
20001931,7000054,2024-02-29,58433.87,Local Store,CASH_WITHDRAWAL
20001932,7000054,2023-04-16,98894.06,Zomato,FEE
20001933,7000054,2024-06-19,132886.21,Uber,PURCHASE
20001934,7000054,2023-10-30,114533.46,Zomato,FEE
20001935,7000054,2024-01-30,174912.21,Zomato,REFUND
20001936,7000054,2025-09-08,23791.9,Local Store,FEE
20001937,7000054,2025-12-26,1106.0,Amazon,PURCHASE
20001938,7000054,2025-11-04,177784.43,BigBasket,FEE
20001939,7000054,2024-02-15,76908.45,Swiggy,FEE
20001940,7000054,2023-09-29,3865.62,Myntra,CASH_WITHDRAWAL
20001941,7000055,2023-06-27,98161.47,Zomato,REFUND
20001942,7000055,2024-06-10,133731.03,BigBasket,REFUND
20001943,7000055,2023-07-17,142752.11,BigBasket,FEE
20001944,7000055,2024-07-17,132017.96,Local Store,PURCHASE
20001945,7000055,2023-10-30,62749.69,Amazon,REFUND
20001946,7000055,2023-07-18,49279.29,Local Store,FEE
20001947,7000055,2025-07-05,48888.94,BigBasket,FEE
20001948,7000055,2023-10-07,27889.38,Amazon,CASH_WITHDRAWAL
20001949,7000055,2024-01-23,124591.11,Local Store,FEE
20001950,7000055,2025-11-02,120015.64,BigBasket,REFUND
20001951,7000055,2024-08-16,84190.27,Local Store,FEE
20001952,7000055,2024-09-01,134121.37,Amazon,PURCHASE
20001953,7000055,2024-03-27,4052.49,BigBasket,REFUND
20001954,7000055,2025-05-26,80004.65,Zomato,CASH_WITHDRAWAL
20001955,7000055,2025-04-30,157808.04,Uber,REFUND
20001956,7000055,2023-04-01,91778.8,Uber,REFUND
20001957,7000055,2024-10-22,77283.11,Amazon,PURCHASE
20001958,7000055,2023-02-20,96521.81,BigBasket,PURCHASE
20001959,7000055,2025-03-14,117422.06,Swiggy,PURCHASE
20001960,7000055,2024-09-25,179567.38,Zomato,REFUND
20001961,7000055,2023-11-22,55961.05,Amazon,REFUND
20001962,7000055,2024-09-22,163601.1,Zomato,FEE
20001963,7000055,2023-07-07,109659.53,Amazon,CASH_WITHDRAWAL
20001964,7000055,2024-05-09,56478.04,Flipkart,CASH_WITHDRAWAL
20001965,7000055,2023-08-21,190453.72,Amazon,CASH_WITHDRAWAL
20001966,7000055,2023-12-21,167895.3,Zomato,REFUND
20001967,7000055,2024-03-28,30140.98,BigBasket,REFUND
20001968,7000055,2025-07-28,106977.87,Flipkart,REFUND
20001969,7000055,2025-07-06,118122.72,Zomato,REFUND
20001970,7000055,2025-06-07,190213.33,Local Store,PURCHASE
20001971,7000055,2024-05-04,93071.26,Local Store,FEE
20001972,7000055,2024-08-31,60356.24,Flipkart,CASH_WITHDRAWAL
20001973,7000055,2024-12-12,3272.93,BigBasket,CASH_WITHDRAWAL
20001974,7000055,2025-06-10,73809.61,Flipkart,REFUND
20001975,7000055,2024-02-03,182462.65,Flipkart,CASH_WITHDRAWAL
20001976,7000055,2023-12-24,116559.18,Local Store,REFUND
20001977,7000055,2025-06-20,181656.99,Amazon,FEE
20001978,7000055,2025-05-07,4810.64,Flipkart,REFUND
20001979,7000055,2023-03-30,188463.46,BigBasket,FEE
20001980,7000055,2023-03-24,97752.05,Swiggy,FEE
20001981,7000055,2024-03-29,74978.17,Local Store,REFUND
20001982,7000055,2025-05-23,47233.89,Swiggy,PURCHASE
20001983,7000055,2024-10-20,124877.76,Flipkart,PURCHASE
20001984,7000055,2024-01-10,73912.42,Swiggy,CASH_WITHDRAWAL
20001985,7000055,2026-01-01,76786.0,Uber,PURCHASE
20001986,7000056,2025-01-03,131707.85,Swiggy,PURCHASE
20001987,7000056,2023-03-26,119030.43,Swiggy,REFUND
20001988,7000056,2024-09-29,100853.59,Swiggy,REFUND
20001989,7000056,2024-10-22,36033.9,BigBasket,PURCHASE
20001990,7000056,2023-04-05,195871.05,BigBasket,CASH_WITHDRAWAL
20001991,7000056,2025-05-29,174925.22,Local Store,FEE
20001992,7000056,2024-05-10,8474.56,Myntra,FEE
20001993,7000056,2024-09-07,135382.84,Amazon,FEE
20001994,7000056,2023-03-04,190498.6,Zomato,REFUND
20001995,7000056,2023-05-01,178592.76,Zomato,CASH_WITHDRAWAL
20001996,7000056,2023-07-07,53511.09,Swiggy,FEE
20001997,7000056,2024-07-26,198506.89,Flipkart,CASH_WITHDRAWAL
20001998,7000056,2024-12-26,122154.39,Uber,CASH_WITHDRAWAL
20001999,7000056,2023-08-10,116128.97,Flipkart,REFUND
20002000,7000056,2023-12-20,73795.87,Local Store,CASH_WITHDRAWAL
20002001,7000056,2025-09-02,90728.09,Amazon,PURCHASE
20002002,7000056,2023-09-14,105029.14,Local Store,PURCHASE
20002003,7000056,2024-09-03,65213.8,Myntra,PURCHASE
20002004,7000056,2023-05-13,98900.09,Myntra,CASH_WITHDRAWAL
20002005,7000056,2024-04-28,152294.57,Uber,REFUND
20002006,7000056,2023-12-15,31818.54,Zomato,CASH_WITHDRAWAL
20002007,7000056,2023-03-19,170071.64,Swiggy,CASH_WITHDRAWAL
20002008,7000056,2025-12-14,82552.82,Flipkart,FEE
20002009,7000057,2025-04-29,125929.19,Amazon,PURCHASE
20002010,7000057,2023-06-20,49888.89,Uber,PURCHASE
20002011,7000057,2023-12-14,133822.61,Local Store,CASH_WITHDRAWAL
20002012,7000057,2024-03-31,137042.5,Myntra,REFUND
20002013,7000057,2024-11-27,34681.38,Amazon,FEE
20002014,7000057,2025-03-14,69332.84,Uber,CASH_WITHDRAWAL
20002015,7000057,2025-02-01,39759.23,Zomato,PURCHASE
20002016,7000057,2024-08-25,193372.42,BigBasket,FEE
20002017,7000057,2024-09-11,160812.25,Uber,REFUND
20002018,7000057,2025-05-05,100684.26,Uber,PURCHASE
20002019,7000057,2025-02-05,131160.99,Uber,REFUND
20002020,7000057,2025-03-26,189686.42,BigBasket,CASH_WITHDRAWAL
20002021,7000057,2025-01-27,20962.08,Swiggy,REFUND
20002022,7000057,2023-04-21,150595.83,Uber,REFUND
20002023,7000057,2025-10-03,33354.74,Flipkart,PURCHASE
20002024,7000057,2023-04-27,53776.84,Zomato,FEE
20002025,7000057,2025-07-08,58108.6,Zomato,PURCHASE
20002026,7000057,2023-07-28,138541.41,Local Store,REFUND
20002027,7000057,2024-11-04,137991.34,BigBasket,PURCHASE
20002028,7000057,2025-02-11,136541.84,Amazon,PURCHASE
20002029,7000057,2023-10-13,72858.22,BigBasket,REFUND
20002030,7000057,2025-08-13,145749.23,Amazon,FEE
20002031,7000057,2023-10-18,78210.01,Myntra,PURCHASE
20002032,7000057,2023-07-15,42909.85,Local Store,REFUND
20002033,7000058,2023-12-21,104761.6,Amazon,REFUND
20002034,7000058,2025-08-11,170276.05,BigBasket,FEE
20002035,7000058,2025-04-08,110585.46,BigBasket,CASH_WITHDRAWAL
20002036,7000058,2024-03-23,155232.81,BigBasket,CASH_WITHDRAWAL
20002037,7000058,2025-05-16,65654.55,Myntra,PURCHASE
20002038,7000058,2025-11-05,199003.78,Local Store,FEE
20002039,7000058,2025-03-12,48031.07,Zomato,CASH_WITHDRAWAL
20002040,7000058,2025-06-18,54111.92,Local Store,PURCHASE
20002041,7000058,2023-05-06,66671.35,Amazon,CASH_WITHDRAWAL
20002042,7000058,2024-07-30,56581.32,Swiggy,REFUND
20002043,7000058,2025-02-09,13684.68,BigBasket,FEE
20002044,7000058,2023-01-19,172184.93,Uber,PURCHASE
20002045,7000058,2025-06-26,99513.15,Flipkart,FEE
20002046,7000058,2024-12-19,107818.89,Uber,PURCHASE
20002047,7000058,2024-01-28,198211.64,Swiggy,FEE
20002048,7000058,2024-06-04,134448.05,Flipkart,CASH_WITHDRAWAL
20002049,7000058,2025-12-06,61509.45,Flipkart,PURCHASE
20002050,7000058,2024-09-08,94591.31,Zomato,FEE
20002051,7000058,2025-04-13,47198.44,Uber,CASH_WITHDRAWAL
20002052,7000058,2023-11-10,167843.91,Amazon,CASH_WITHDRAWAL
20002053,7000058,2024-06-22,197488.42,BigBasket,PURCHASE
20002054,7000058,2024-11-05,97458.82,Myntra,CASH_WITHDRAWAL
20002055,7000058,2025-06-20,8582.2,Flipkart,PURCHASE
20002056,7000058,2024-12-17,197364.11,Zomato,FEE
20002057,7000058,2025-04-07,131181.52,Swiggy,FEE
20002058,7000058,2025-02-02,70615.14,Zomato,PURCHASE
20002059,7000058,2023-02-21,88805.92,BigBasket,REFUND
20002060,7000058,2024-08-31,119625.27,Local Store,PURCHASE
20002061,7000058,2023-11-26,185398.45,Uber,CASH_WITHDRAWAL
20002062,7000058,2025-10-30,161977.06,Flipkart,CASH_WITHDRAWAL
20002063,7000058,2025-04-21,116309.32,BigBasket,FEE
20002064,7000058,2023-04-13,70422.73,Zomato,FEE
20002065,7000058,2025-03-07,22093.59,Zomato,REFUND
20002066,7000058,2023-02-23,166320.75,Zomato,FEE
20002067,7000058,2024-02-12,476.78,Swiggy,CASH_WITHDRAWAL
20002068,7000058,2023-08-05,159578.32,Uber,REFUND
20002069,7000058,2024-06-09,13032.25,Myntra,CASH_WITHDRAWAL
20002070,7000058,2024-12-18,103239.79,Myntra,PURCHASE
20002071,7000058,2025-01-03,171606.98,Amazon,REFUND
20002072,7000058,2024-07-08,156708.03,Myntra,CASH_WITHDRAWAL
20002073,7000058,2025-10-21,3575.5,Myntra,FEE
20002074,7000058,2025-07-27,60281.58,Local Store,CASH_WITHDRAWAL
20002075,7000058,2025-03-07,180938.51,Flipkart,PURCHASE
20002076,7000058,2025-05-15,30264.23,BigBasket,PURCHASE
20002077,7000058,2023-05-08,153670.28,Amazon,REFUND
20002078,7000058,2023-03-16,41464.66,Uber,CASH_WITHDRAWAL
20002079,7000058,2023-09-30,173248.07,Local Store,REFUND
20002080,7000058,2025-04-12,69980.29,Uber,REFUND
20002081,7000058,2024-09-17,136816.94,BigBasket,CASH_WITHDRAWAL
20002082,7000058,2025-12-24,87928.63,Amazon,CASH_WITHDRAWAL
20002083,7000058,2025-01-01,55610.65,Swiggy,FEE
20002084,7000058,2025-03-23,82298.36,Flipkart,CASH_WITHDRAWAL
20002085,7000058,2025-01-02,52671.43,Uber,FEE
20002086,7000058,2023-12-07,193806.44,Local Store,FEE
20002087,7000058,2024-08-20,117103.09,Myntra,FEE
20002088,7000058,2023-08-05,159021.39,Amazon,CASH_WITHDRAWAL
20002089,7000058,2024-01-25,116445.61,Swiggy,REFUND
20002090,7000059,2023-07-05,47301.34,Myntra,CASH_WITHDRAWAL
20002091,7000059,2024-03-05,58773.93,BigBasket,REFUND
20002092,7000059,2025-07-30,167915.72,BigBasket,CASH_WITHDRAWAL
20002093,7000059,2024-12-18,84356.55,Flipkart,CASH_WITHDRAWAL
20002094,7000059,2023-09-22,108641.68,Flipkart,FEE
20002095,7000059,2024-04-04,163233.67,Flipkart,CASH_WITHDRAWAL
20002096,7000059,2024-12-19,55273.27,Myntra,FEE
20002097,7000059,2023-07-11,187745.5,Swiggy,PURCHASE
20002098,7000059,2025-01-24,34602.89,Zomato,PURCHASE
20002099,7000059,2024-10-15,155328.18,Local Store,FEE
20002100,7000059,2024-11-18,142223.57,Local Store,PURCHASE
20002101,7000059,2024-05-21,179390.26,BigBasket,CASH_WITHDRAWAL
20002102,7000059,2023-12-11,15330.75,Zomato,FEE
20002103,7000059,2025-12-31,114127.05,Uber,REFUND
20002104,7000059,2025-06-12,175341.7,Local Store,CASH_WITHDRAWAL
20002105,7000059,2023-04-27,43878.32,Flipkart,FEE
20002106,7000059,2023-05-17,185350.24,Swiggy,CASH_WITHDRAWAL
20002107,7000059,2025-05-08,85687.67,Myntra,CASH_WITHDRAWAL
20002108,7000059,2023-09-02,158747.83,Amazon,FEE
20002109,7000059,2024-10-19,21054.89,Amazon,CASH_WITHDRAWAL
20002110,7000059,2024-05-01,76794.16,Zomato,CASH_WITHDRAWAL
20002111,7000059,2026-01-15,36867.71,Swiggy,PURCHASE
20002112,7000059,2023-05-29,117844.14,Uber,CASH_WITHDRAWAL
20002113,7000059,2023-06-06,20124.36,BigBasket,CASH_WITHDRAWAL
20002114,7000059,2025-05-19,138851.48,Amazon,FEE
20002115,7000059,2024-09-07,15015.33,Flipkart,CASH_WITHDRAWAL
20002116,7000059,2025-03-02,127354.11,Flipkart,FEE
20002117,7000059,2024-05-12,85305.84,Myntra,REFUND
20002118,7000059,2024-01-16,162493.02,Zomato,CASH_WITHDRAWAL
20002119,7000059,2023-05-30,88275.28,Flipkart,CASH_WITHDRAWAL
20002120,7000060,2025-08-04,78299.95,Local Store,PURCHASE
20002121,7000060,2023-04-26,142616.88,Local Store,FEE
20002122,7000060,2023-10-04,148030.41,Uber,PURCHASE
20002123,7000060,2025-08-04,126519.42,Swiggy,PURCHASE
20002124,7000060,2023-10-25,21240.32,Myntra,REFUND
20002125,7000060,2023-12-31,130426.67,Amazon,REFUND
20002126,7000060,2024-01-23,173580.77,Swiggy,PURCHASE
20002127,7000060,2024-05-27,192753.54,Swiggy,CASH_WITHDRAWAL
20002128,7000060,2024-04-11,43582.67,BigBasket,CASH_WITHDRAWAL
