repayment_id,loan_id,due_date,paid_date,amount_inr,status
12004047,9000053,2025-03-25,2025-04-04,69987.15,PAID
12004048,9000053,2025-04-25,2025-04-27,69987.15,PAID
12004049,9000053,2025-05-25,2025-06-06,69987.15,PAID
12004050,9000053,2025-06-25,2025-06-30,69987.15,PAID
12004051,9000053,2025-07-25,2025-08-06,69987.15,PAID
12004052,9000053,2025-08-25,2025-08-25,69987.15,PAID
12004053,9000053,2025-09-25,2025-09-30,69987.15,PAID
12004054,9000053,2025-10-25,2025-10-26,69987.15,PAID
12004055,9000053,2025-11-25,2025-12-01,69987.15,PAID
12004056,9000053,2025-12-25,2026-01-07,69987.15,PAID
12004057,9000054,2024-09-24,2024-09-29,42854.69,PAID
12004058,9000054,2024-10-24,2024-10-29,42854.69,PAID
12004059,9000054,2024-11-24,2024-11-29,42854.69,PAID
12004060,9000054,2024-12-24,2024-12-30,42854.69,PAID
12004061,9000054,2025-01-24,2025-02-07,42854.69,PAID
12004062,9000054,2025-02-24,2025-02-25,42854.69,PAID
12004063,9000054,2025-03-24,2025-03-26,42854.69,PAID
12004064,9000054,2025-04-24,2025-04-26,42854.69,PAID
12004065,9000054,2025-05-24,2025-06-02,42854.69,PAID
12004066,9000054,2025-06-24,2025-06-25,42854.69,PAID
12004067,9000054,2025-07-24,2025-08-02,42854.69,PAID
12004068,9000054,2025-08-24,2025-09-06,42854.69,PAID
12004069,9000054,2025-09-24,2025-10-08,42854.69,PAID
12004070,9000054,2025-10-24,2025-11-04,42854.69,PAID
12004071,9000054,2025-11-24,2025-12-03,42854.69,PAID
12004072,9000054,2025-12-24,2026-01-06,42854.69,PAID
12004073,9000054,2026-01-24,2026-01-27,42854.69,PAID
12004074,9000054,2026-02-24,2026-03-07,42854.69,PAID
12004075,9000054,2026-03-24,2026-04-04,42854.69,PAID
12004076,9000054,2026-04-24,2026-04-25,42854.69,PAID
12004077,9000054,2026-05-24,2026-05-24,42854.69,PAID
12004078,9000054,2026-06-24,2026-07-04,42854.69,PAID
12004079,9000054,2026-07-24,2026-07-28,42854.69,PAID
12004080,9000054,2026-08-24,2026-08-27,42854.69,PAID
12004081,9000054,2026-09-24,2026-10-09,42854.69,PAID
12004082,9000054,2026-10-24,2026-10-25,42854.69,PAID
12004083,9000054,2026-11-24,2026-12-09,42854.69,PAID
12004084,9000054,2026-12-24,2027-01-07,42854.69,PAID
12004085,9000054,2027-01-24,2027-01-26,42854.69,PAID
12004086,9000054,2027-02-24,2027-03-09,42854.69,PAID
12004087,9000054,2027-03-24,2027-04-02,42854.69,PAID
12004088,9000054,2027-04-24,2027-05-06,42854.69,PAID
12004089,9000054,2027-05-24,2027-05-28,42854.69,PAID
12004090,9000054,2027-06-24,2027-06-28,42854.69,PAID
12004091,9000054,2027-07-24,2027-08-03,42854.69,PAID
12004092,9000054,2027-08-24,2027-08-28,29579.84,PAID
12004093,9000054,2027-09-24,2027-09-28,42854.69,PAID
12004094,9000054,2027-10-24,2027-11-01,42854.69,PAID
12004095,9000054,2027-11-24,2027-12-05,42854.69,PAID
12004096,9000054,2027-12-24,2027-12-27,42854.69,PAID
12004097,9000054,2028-01-24,2028-01-28,42854.69,PAID
12004098,9000054,2028-02-24,2028-02-25,42854.69,PAID
12004099,9000054,2028-03-24,2028-03-28,42854.69,PAID
12004100,9000054,2028-04-24,2028-05-06,42854.69,PAID
12004101,9000054,2028-05-24,2028-05-31,42854.69,PAID
12004102,9000054,2028-06-24,2028-07-07,42854.69,PAID
12004103,9000054,2028-07-24,2028-07-30,42854.69,PAID
12004104,9000054,2028-08-24,2028-08-26,42854.69,PAID
12004105,9000054,2028-09-24,2028-10-07,42854.69,PAID
12004106,9000054,2028-10-24,2028-10-24,42854.69,PAID
12004107,9000054,2028-11-24,2028-12-05,42854.69,PAID
12004108,9000054,2028-12-24,2029-01-06,42854.69,PAID
12004109,9000054,2029-01-24,2029-01-24,34252.77,PAID
12004110,9000054,2029-02-24,2029-03-01,42854.69,PAID
12004111,9000054,2029-03-24,2029-04-07,42854.69,PAID
12004112,9000054,2029-04-24,2029-05-07,42854.69,PAID
12004113,9000054,2029-05-24,2029-06-02,42854.69,PAID
12004114,9000054,2029-06-24,2029-06-25,42854.69,PAID
12004115,9000054,2029-07-24,2029-07-25,81932.65,PAID
12004116,9000054,2029-08-24,2029-09-02,42854.69,PAID
12004117,9000054,2029-09-24,2029-10-03,42854.69,PAID
12004118,9000054,2029-10-24,2029-10-30,42854.69,PAID
12004119,9000054,2029-11-24,2029-12-03,42854.69,PAID
12004120,9000054,2029-12-24,2029-12-25,42854.69,PAID
12004121,9000054,2030-01-24,2030-02-01,42854.69,PAID
12004122,9000054,2030-02-24,2030-03-04,42854.69,PAID
12004123,9000054,2030-03-24,2030-04-08,42854.69,PAID
12004124,9000054,2030-04-24,2030-05-06,42854.69,PAID
12004125,9000054,2030-05-24,2030-05-26,42854.69,PAID
12004126,9000054,2030-06-24,2030-07-09,42854.69,PAID
12004127,9000054,2030-07-24,2030-08-03,42854.69,PAID
12004128,9000054,2030-08-24,2030-08-27,42854.69,PAID
12004129,9000054,2030-09-24,2030-10-07,42854.69,PAID
12004130,9000054,2030-10-24,2030-10-25,42854.69,PAID
12004131,9000054,2030-11-24,2030-11-27,42854.69,PAID
12004132,9000054,2030-12-24,2031-01-04,42854.69,PAID
12004133,9000054,2031-01-24,2031-01-26,42854.69,PAID
12004134,9000054,2031-02-24,2031-02-28,42854.69,PAID
12004135,9000054,2031-03-24,2031-03-25,42854.69,PAID
12004136,9000054,2031-04-24,2031-05-07,42854.69,PAID
12004137,9000054,2031-05-24,2031-06-04,42854.69,PAID
12004138,9000054,2031-06-24,2031-06-26,42854.69,PAID
12004139,9000054,2031-07-24,2031-07-27,42854.69,PAID
12004140,9000054,2031-08-24,2031-08-30,42854.69,PAID
12004141,9000054,2031-09-24,2031-09-28,42854.69,PAID
12004142,9000054,2031-10-24,2031-11-06,42854.69,PAID
12004143,9000054,2031-11-24,2031-11-29,42854.69,PAID
12004144,9000054,2031-12-24,2032-01-07,42854.69,PAID
12004145,9000054,2032-01-24,2032-02-06,42854.69,PAID
12004146,9000054,2032-02-24,2032-03-08,42854.69,PAID
12004147,9000054,2032-03-24,2032-03-25,42854.69,PAID
12004148,9000054,2032-04-24,2032-05-02,42854.69,PAID
12004149,9000054,2032-05-24,2032-05-30,42854.69,PAID
12004150,9000054,2032-06-24,2032-07-03,42854.69,PAID
12004151,9000054,2032-07-24,2032-07-31,42854.69,PAID
12004152,9000054,2032-08-24,2032-09-06,42854.69,PAID
12004153,9000054,2032-09-24,2032-10-01,8610.16,PAID
12004154,9000054,2032-10-24,2032-10-27,42854.69,PAID
12004155,9000054,2032-11-24,2032-12-03,42854.69,PAID
12004156,9000054,2032-12-24,2032-12-29,42854.69,PAID
12004157,9000054,2033-01-24,2033-02-05,42854.69,PAID
12004158,9000054,2033-02-24,2033-03-02,42854.69,PAID
12004159,9000054,2033-03-24,2033-04-05,42854.69,PAID
12004160,9000054,2033-04-24,2033-04-24,123493.65,PAID
12004161,9000054,2033-05-24,2033-06-05,15074.89,PAID
12004162,9000054,2033-06-24,2033-06-27,42854.69,PAID
12004163,9000054,2033-07-24,2033-07-30,42854.69,PAID
12004164,9000054,2033-08-24,2033-09-01,42854.69,PAID
12004165,9000054,2033-09-24,2033-09-25,42854.69,PAID
12004166,9000054,2033-10-24,2033-10-29,42854.69,PAID
12004167,9000054,2033-11-24,2033-11-25,42854.69,PAID
12004168,9000054,2033-12-24,2034-01-07,42854.69,PAID
12004169,9000054,2034-01-24,2034-01-26,42854.69,PAID
12004170,9000054,2034-02-24,2034-03-11,42854.69,PAID
12004171,9000054,2034-03-24,2034-04-04,42854.69,PAID
12004172,9000054,2034-04-24,2034-04-27,35895.23,PAID
12004173,9000054,2034-05-24,2034-05-31,42854.69,PAID
12004174,9000054,2034-06-24,2034-06-25,42854.69,PAID
12004175,9000054,2034-07-24,2034-07-29,69204.78,PAID
12004176,9000054,2034-08-24,2034-08-25,42854.69,PAID
12004177,9000054,2034-09-24,2034-09-28,42854.69,PAID
12004178,9000054,2034-10-24,2034-11-03,124818.73,PAID
12004179,9000054,2034-11-24,2034-12-06,86964.88,PAID
12004180,9000054,2034-12-24,2035-01-04,42854.69,PAID
12004181,9000054,2035-01-24,2035-02-01,42854.69,PAID
12004182,9000054,2035-02-24,2035-03-02,42854.69,PAID
12004183,9000054,2035-03-24,2035-03-29,42854.69,PAID
12004184,9000054,2035-04-24,2035-04-26,42854.69,PAID
12004185,9000054,2035-05-24,2035-05-31,42854.69,PAID
12004186,9000054,2035-06-24,2035-07-01,22183.97,PAID
12004187,9000054,2035-07-24,2035-08-06,42854.69,PAID
12004188,9000054,2035-08-24,2035-09-01,42854.69,PAID
12004189,9000054,2035-09-24,2035-10-04,42854.69,PAID
12004190,9000054,2035-10-24,2035-11-01,42854.69,PAID
12004191,9000054,2035-11-24,2035-12-06,42854.69,PAID
12004192,9000054,2035-12-24,2035-12-25,16010.28,PAID
12004193,9000054,2036-01-24,2036-02-05,42854.69,PAID
12004194,9000054,2036-02-24,2036-02-24,42854.69,PAID
12004195,9000054,2036-03-24,2036-03-31,42854.69,PAID
12004196,9000054,2036-04-24,2036-05-05,42854.69,PAID
12004197,9000054,2036-05-24,2036-05-24,42854.69,PAID
12004198,9000054,2036-06-24,2036-06-30,42854.69,PAID
12004199,9000054,2036-07-24,2036-07-28,42854.69,PAID
12004200,9000054,2036-08-24,2036-08-27,42854.69,PAID
12004201,9000054,2036-09-24,2036-10-06,42854.69,PAID
12004202,9000054,2036-10-24,2036-11-04,42854.69,PAID
12004203,9000054,2036-11-24,2036-12-02,42854.69,PAID
12004204,9000054,2036-12-24,2037-01-05,42854.69,PAID
12004205,9000054,2037-01-24,2037-02-07,42854.69,PAID
12004206,9000054,2037-02-24,2037-03-08,42854.69,PAID
12004207,9000054,2037-03-24,2037-03-27,33650.58,PAID
12004208,9000054,2037-04-24,2037-05-01,42854.69,PAID
12004209,9000054,2037-05-24,2037-05-28,42854.69,PAID
12004210,9000054,2037-06-24,2037-06-24,42854.69,PAID
12004211,9000054,2037-07-24,2037-07-31,42854.69,PAID
12004212,9000054,2037-08-24,2037-09-03,42854.69,PAID
12004213,9000054,2037-09-24,2037-09-26,42854.69,PAID
12004214,9000054,2037-10-24,2037-11-07,42854.69,PAID
12004215,9000054,2037-11-24,2037-12-06,42854.69,PAID
12004216,9000054,2037-12-24,2038-01-07,42854.69,PAID
12004217,9000054,2038-01-24,2038-01-29,81532.13,PAID
12004218,9000054,2038-02-24,2038-02-28,42854.69,PAID
12004219,9000054,2038-03-24,2038-04-07,42854.69,PAID
12004220,9000054,2038-04-24,2038-04-30,42854.69,PAID
12004221,9000054,2038-05-24,2038-05-29,42854.69,PAID
12004222,9000054,2038-06-24,2038-07-01,42854.69,PAID
12004223,9000054,2038-07-24,2038-08-03,23797.13,PAID
12004224,9000054,2038-08-24,2038-08-26,42854.69,PAID
12004225,9000054,2038-09-24,2038-09-29,42854.69,PAID
12004226,9000054,2038-10-24,2038-10-31,42854.69,PAID
12004227,9000054,2038-11-24,2038-11-30,42854.69,PAID
12004228,9000054,2038-12-24,2039-01-08,42854.69,PAID
12004229,9000054,2039-01-24,2039-02-05,42854.69,PAID
12004230,9000054,2039-02-24,2039-03-01,42854.69,PAID
12004231,9000054,2039-03-24,2039-03-28,42854.69,PAID
12004232,9000054,2039-04-24,2039-04-24,42854.69,PAID
12004233,9000054,2039-05-24,2039-06-03,42854.69,PAID
12004234,9000054,2039-06-24,2039-07-05,42854.69,PAID
12004235,9000054,2039-07-24,2039-07-28,42854.69,PAID
12004236,9000054,2039-08-24,2039-08-30,42854.69,PAID
12004237,9000054,2039-09-24,2039-10-05,42854.69,PAID
12004238,9000054,2039-10-24,2039-11-03,42854.69,PAID
12004239,9000054,2039-11-24,2039-11-29,87411.46,PAID
12004240,9000054,2039-12-24,2039-12-30,30117.81,PAID
12004241,9000054,2040-01-24,2040-02-07,28004.19,PAID
12004242,9000054,2040-02-24,2040-03-03,42854.69,PAID
12004243,9000054,2040-03-24,2040-04-03,42854.69,PAID
12004244,9000054,2040-04-24,2040-05-09,42854.69,PAID
12004245,9000054,2040-05-24,2040-05-27,42854.69,PAID
12004246,9000054,2040-06-24,2040-06-29,42854.69,PAID
12004247,9000054,2040-07-24,2040-07-25,42854.69,PAID
12004248,9000054,2040-08-24,2040-09-04,42854.69,PAID
12004249,9000054,2040-09-24,2040-10-08,42854.69,PAID
12004250,9000054,2040-10-24,2040-10-29,42854.69,PAID
12004251,9000054,2040-11-24,2040-12-07,42854.69,PAID
12004252,9000054,2040-12-24,2040-12-25,42854.69,PAID
12004253,9000054,2041-01-24,2041-02-01,42854.69,PAID
12004254,9000054,2041-02-24,2041-03-04,42854.69,PAID
12004255,9000054,2041-03-24,2041-03-31,42854.69,PAID
12004256,9000054,2041-04-24,2041-05-02,42854.69,PAID
12004257,9000054,2041-05-24,2041-06-04,42854.69,PAID
12004258,9000054,2041-06-24,2041-07-05,42854.69,PAID
12004259,9000054,2041-07-24,2041-08-01,19147.34,PAID
12004260,9000054,2041-08-24,2041-09-02,42854.69,PAID
12004261,9000054,2041-09-24,2041-10-01,30154.26,PAID
12004262,9000054,2041-10-24,2041-11-03,42854.69,PAID
12004263,9000054,2041-11-24,2041-12-05,42854.69,PAID
12004264,9000054,2041-12-24,2041-12-28,42854.69,PAID
12004265,9000054,2042-01-24,2042-02-04,42854.69,PAID
12004266,9000054,2042-02-24,2042-03-07,42854.69,PAID
12004267,9000054,2042-03-24,2042-04-05,42854.69,PAID
12004268,9000054,2042-04-24,2042-05-04,42854.69,PAID
12004269,9000054,2042-05-24,2042-06-03,11279.78,PAID
12004270,9000054,2042-06-24,2042-06-25,42854.69,PAID
12004271,9000054,2042-07-24,2042-07-30,86888.39,PAID
12004272,9000054,2042-08-24,2042-09-05,42854.69,PAID
12004273,9000054,2042-09-24,2042-10-07,42854.69,PAID
12004274,9000054,2042-10-24,2042-10-28,42854.69,PAID
12004275,9000054,2042-11-24,2042-12-04,42854.69,PAID
12004276,9000054,2042-12-24,2043-01-02,42854.69,PAID
12004277,9000054,2043-01-24,2043-02-08,42854.69,PAID
12004278,9000054,2043-02-24,2043-03-04,42854.69,PAID
12004279,9000054,2043-03-24,2043-04-03,42854.69,PAID
12004280,9000054,2043-04-24,2043-04-25,42854.69,PAID
12004281,9000054,2043-05-24,2043-05-26,42854.69,PAID
12004282,9000054,2043-06-24,2043-07-02,42854.69,PAID
12004283,9000054,2043-07-24,2043-08-02,42854.69,PAID
12004284,9000054,2043-08-24,2043-08-28,42854.69,PAID
12004285,9000054,2043-09-24,2043-09-27,42854.69,PAID
12004286,9000054,2043-10-24,2043-11-04,42854.69,PAID
12004287,9000054,2043-11-24,2043-12-01,42854.69,PAID
12004288,9000054,2043-12-24,2044-01-08,42854.69,PAID
12004289,9000054,2044-01-24,2044-01-26,42854.69,PAID
12004290,9000054,2044-02-24,2044-02-26,38259.0,PAID
12004291,9000054,2044-03-24,2044-04-01,115352.14,PAID
12004292,9000054,2044-04-24,2044-04-28,42854.69,PAID
12004293,9000054,2044-05-24,2044-06-02,42854.69,PAID
12004294,9000054,2044-06-24,2044-06-29,42854.69,PAID
12004295,9000054,2044-07-24,2044-08-04,42854.69,PAID
12004296,9000054,2044-08-24,2044-09-04,42854.69,PAID
12004297,9000055,2025-10-18,2025-10-18,338869.4,PAID
12004298,9000055,2025-11-18,2025-11-18,338869.4,PAID
12004299,9000055,2025-12-18,2025-12-25,338869.4,PAID
12004300,9000055,2026-01-18,2026-01-23,184060.69,PAID
12004301,9000055,2026-02-18,2026-03-02,338869.4,PAID
12004302,9000055,2026-03-18,2026-03-19,338869.4,PAID
12004303,9000055,2026-04-18,2026-04-21,338869.4,PAID
12004304,9000055,2026-05-18,2026-05-23,338869.4,PAID
12004305,9000055,2026-06-18,2026-06-24,338869.4,PAID
12004306,9000055,2026-07-18,2026-07-28,338869.4,PAID
12004307,9000055,2026-08-18,2026-08-22,338869.4,PAID
12004308,9000055,2026-09-18,2026-09-29,338869.4,PAID
12004309,9000055,2026-10-18,2026-10-29,338869.4,PAID
12004310,9000055,2026-11-18,2026-11-20,338869.4,PAID
12004311,9000055,2026-12-18,2027-01-01,338869.4,PAID
12004312,9000055,2027-01-18,2027-01-26,338869.4,PAID
12004313,9000055,2027-02-18,2027-02-18,619772.71,PAID
12004314,9000055,2027-03-18,2027-03-20,338869.4,PAID
12004315,9000055,2027-04-18,2027-04-19,338869.4,PAID
12004316,9000055,2027-05-18,2027-05-30,338869.4,PAID
12004317,9000055,2027-06-18,2027-06-19,338869.4,PAID
12004318,9000055,2027-07-18,2027-07-31,338869.4,PAID
12004319,9000055,2027-08-18,2027-08-29,338869.4,PAID
12004320,9000055,2027-09-18,2027-09-19,338869.4,PAID
12004321,9000055,2027-10-18,2027-11-02,338869.4,PAID
12004322,9000055,2027-11-18,2027-11-19,551945.11,PAID
12004323,9000055,2027-12-18,2027-12-20,338869.4,PAID
12004324,9000055,2028-01-18,2028-02-01,338869.4,PAID
12004325,9000055,2028-02-18,2028-03-01,338869.4,PAID
12004326,9000055,2028-03-18,2028-03-25,338869.4,PAID
12004327,9000055,2028-04-18,2028-04-24,338869.4,PAID
12004328,9000055,2028-05-18,2028-05-31,338869.4,PAID
12004329,9000055,2028-06-18,2028-06-20,338869.4,PAID
12004330,9000055,2028-07-18,2028-07-26,338869.4,PAID
12004331,9000055,2028-08-18,2028-08-28,338869.4,PAID
12004332,9000055,2028-09-18,2028-09-25,674000.56,PAID
12004333,9000056,2023-04-04,2023-04-11,68592.28,PAID
12004334,9000056,2023-05-04,2023-05-18,68592.28,PAID
12004335,9000056,2023-06-04,2023-06-13,68592.28,PAID
12004336,9000056,2023-07-04,2023-07-10,44109.4,PAID
12004337,9000056,2023-08-04,2023-08-12,68592.28,PAID
12004338,9000056,2023-09-04,2023-09-13,68592.28,PAID
12004339,9000056,2023-10-04,2023-10-19,68592.28,PAID
12004340,9000056,2023-11-04,2023-11-11,68592.28,PAID
12004341,9000056,2023-12-04,2023-12-10,68592.28,PAID
12004342,9000056,2024-01-04,2024-01-15,68592.28,PAID
12004343,9000056,2024-02-04,2024-02-15,68592.28,PAID
12004344,9000056,2024-03-04,2024-03-08,68592.28,PAID
12004345,9000056,2024-04-04,2024-04-08,68592.28,PAID
12004346,9000056,2024-05-04,2024-05-07,68592.28,PAID
12004347,9000056,2024-06-04,2024-06-10,68592.28,PAID
12004348,9000056,2024-07-04,2024-07-12,68592.28,PAID
12004349,9000056,2024-08-04,2024-08-12,68592.28,PAID
12004350,9000056,2024-09-04,2024-09-04,68592.28,PAID
12004351,9000056,2024-10-04,2024-10-14,68592.28,PAID
12004352,9000056,2024-11-04,2024-11-07,68592.28,PAID
12004353,9000056,2024-12-04,2024-12-19,68592.28,PAID
12004354,9000056,2025-01-04,2025-01-06,68592.28,PAID
12004355,9000056,2025-02-04,2025-02-10,14037.25,PAID
12004356,9000056,2025-03-04,2025-03-09,68592.28,PAID
12004357,9000056,2025-04-04,2025-04-17,68592.28,PAID
12004358,9000056,2025-05-04,2025-05-08,68592.28,PAID
12004359,9000056,2025-06-04,2025-06-07,68592.28,PAID
12004360,9000056,2025-07-04,2025-07-17,68592.28,PAID
12004361,9000056,2025-08-04,2025-08-08,45245.46,PAID
12004362,9000056,2025-09-04,2025-09-05,68592.28,PAID
12004363,9000056,2025-10-04,2025-10-08,68592.28,PAID
12004364,9000056,2025-11-04,2025-11-09,68592.28,PAID
12004365,9000056,2025-12-04,2025-12-09,68592.28,PAID
12004366,9000056,2026-01-04,2026-01-17,68592.28,PAID
12004367,9000056,2026-02-04,2026-02-16,68592.28,PAID
12004368,9000056,2026-03-04,2026-03-06,68592.28,PAID
12004369,9000056,2026-04-04,2026-04-19,68592.28,PAID
12004370,9000056,2026-05-04,2026-05-19,59266.34,PAID
12004371,9000056,2026-06-04,2026-06-06,68592.28,PAID
12004372,9000056,2026-07-04,2026-07-12,68592.28,PAID
12004373,9000056,2026-08-04,2026-08-08,68592.28,PAID
12004374,9000056,2026-09-04,2026-09-19,68592.28,PAID
12004375,9000056,2026-10-04,2026-10-10,68592.28,PAID
12004376,9000056,2026-11-04,2026-11-19,58787.58,PAID
12004377,9000056,2026-12-04,2026-12-09,68592.28,PAID
12004378,9000056,2027-01-04,2027-01-19,68592.28,PAID
12004379,9000056,2027-02-04,2027-02-04,68592.28,PAID
12004380,9000056,2027-03-04,2027-03-08,68592.28,PAID
12004381,9000056,2027-04-04,2027-04-17,68592.28,PAID
12004382,9000056,2027-05-04,2027-05-04,68592.28,PAID
12004383,9000056,2027-06-04,2027-06-06,68592.28,PAID
12004384,9000056,2027-07-04,2027-07-09,58799.44,PAID
12004385,9000056,2027-08-04,2027-08-18,68592.28,PAID
12004386,9000056,2027-09-04,2027-09-14,199736.08,PAID
12004387,9000056,2027-10-04,2027-10-07,68592.28,PAID
12004388,9000056,2027-11-04,2027-11-13,68592.28,PAID
12004389,9000056,2027-12-04,2027-12-06,44657.73,PAID
12004390,9000056,2028-01-04,2028-01-18,68592.28,PAID
12004391,9000056,2028-02-04,2028-02-09,42731.07,PAID
12004392,9000056,2028-03-04,2028-03-18,68592.28,PAID
12004393,9000056,2028-04-04,2028-04-07,68592.28,PAID
12004394,9000056,2028-05-04,2028-05-10,68592.28,PAID
12004395,9000056,2028-06-04,2028-06-10,23606.98,PAID
12004396,9000056,2028-07-04,2028-07-06,68592.28,PAID
12004397,9000056,2028-08-04,2028-08-11,173250.41,PAID
12004398,9000056,2028-09-04,2028-09-07,68592.28,PAID
12004399,9000056,2028-10-04,2028-10-19,61645.79,PAID
12004400,9000056,2028-11-04,2028-11-11,68592.28,PAID
12004401,9000056,2028-12-04,2028-12-09,68592.28,PAID
12004402,9000056,2029-01-04,2029-01-08,68592.28,PAID
12004403,9000056,2029-02-04,2029-02-07,68592.28,PAID
12004404,9000056,2029-03-04,2029-03-06,68592.28,PAID
12004405,9000056,2029-04-04,2029-04-13,68592.28,PAID
12004406,9000056,2029-05-04,2029-05-10,68592.28,PAID
12004407,9000056,2029-06-04,2029-06-11,195344.68,PAID
12004408,9000056,2029-07-04,2029-07-14,68592.28,PAID
12004409,9000056,2029-08-04,2029-08-14,68592.28,PAID
12004410,9000056,2029-09-04,2029-09-12,68592.28,PAID
12004411,9000056,2029-10-04,2029-10-14,68592.28,PAID
12004412,9000056,2029-11-04,2029-11-11,68592.28,PAID
12004413,9000056,2029-12-04,2029-12-08,68592.28,PAID
12004414,9000056,2030-01-04,2030-01-08,68592.28,PAID
12004415,9000056,2030-02-04,2030-02-10,68592.28,PAID
12004416,9000056,2030-03-04,2030-03-12,68592.28,PAID
12004417,9000056,2030-04-04,2030-04-07,68592.28,PAID
12004418,9000056,2030-05-04,2030-05-17,68592.28,PAID
12004419,9000056,2030-06-04,2030-06-11,68592.28,PAID
12004420,9000056,2030-07-04,2030-07-04,68592.28,PAID
12004421,9000056,2030-08-04,2030-08-17,68592.28,PAID
12004422,9000056,2030-09-04,2030-09-14,68592.28,PAID
12004423,9000056,2030-10-04,2030-10-14,68592.28,PAID
12004424,9000056,2030-11-04,2030-11-10,68592.28,PAID
12004425,9000056,2030-12-04,2030-12-19,68592.28,PAID
12004426,9000056,2031-01-04,2031-01-04,68592.28,PAID
12004427,9000056,2031-02-04,2031-02-12,68592.28,PAID
12004428,9000056,2031-03-04,2031-03-11,68592.28,PAID
12004429,9000056,2031-04-04,2031-04-18,203900.91,PAID
12004430,9000056,2031-05-04,2031-05-09,68592.28,PAID
12004431,9000056,2031-06-04,2031-06-18,68592.28,PAID
12004432,9000056,2031-07-04,2031-07-08,68592.28,PAID
12004433,9000056,2031-08-04,2031-08-13,68592.28,PAID
12004434,9000056,2031-09-04,2031-09-10,68592.28,PAID
12004435,9000056,2031-10-04,2031-10-08,68592.28,PAID
12004436,9000056,2031-11-04,2031-11-06,68592.28,PAID
12004437,9000056,2031-12-04,2031-12-15,68592.28,PAID
12004438,9000056,2032-01-04,2032-01-14,68592.28,PAID
12004439,9000056,2032-02-04,2032-02-07,68592.28,PAID
12004440,9000056,2032-03-04,2032-03-07,68592.28,PAID
12004441,9000056,2032-04-04,2032-04-08,68592.28,PAID
12004442,9000056,2032-05-04,2032-05-04,68592.28,PAID
12004443,9000056,2032-06-04,2032-06-09,32335.97,PAID
12004444,9000056,2032-07-04,2032-07-07,68592.28,PAID
12004445,9000056,2032-08-04,2032-08-17,68592.28,PAID
12004446,9000056,2032-09-04,2032-09-16,68592.28,PAID
12004447,9000056,2032-10-04,2032-10-10,135842.39,PAID
12004448,9000056,2032-11-04,2032-11-09,68592.28,PAID
12004449,9000056,2032-12-04,2032-12-19,68592.28,PAID
12004450,9000056,2033-01-04,2033-01-18,68592.28,PAID
12004451,9000056,2033-02-04,2033-02-06,36840.31,PAID
12004452,9000056,2033-03-04,2033-03-13,68592.28,PAID
12004453,9000057,2023-10-12,2023-10-19,62030.84,PAID
12004454,9000057,2023-11-12,2023-11-25,62030.84,PAID
12004455,9000057,2023-12-12,2023-12-18,62030.84,PAID
12004456,9000057,2024-01-12,2024-01-22,62030.84,PAID
12004457,9000057,2024-02-12,2024-02-16,62030.84,PAID
12004458,9000057,2024-03-12,2024-03-23,62030.84,PAID
12004459,9000057,2024-04-12,2024-04-17,62030.84,PAID
12004460,9000057,2024-05-12,2024-05-14,62030.84,PAID
12004461,9000057,2024-06-12,2024-06-24,62030.84,PAID
12004462,9000057,2024-07-12,2024-07-17,62030.84,PAID
12004463,9000057,2024-08-12,2024-08-14,62030.84,PAID
12004464,9000057,2024-09-12,2024-09-14,62030.84,PAID
12004465,9000057,2024-10-12,2024-10-14,62030.84,PAID
12004466,9000057,2024-11-12,2024-11-25,62030.84,PAID
12004467,9000057,2024-12-12,2024-12-18,62030.84,PAID
12004468,9000057,2025-01-12,2025-01-25,62030.84,PAID
12004469,9000057,2025-02-12,2025-02-16,62030.84,PAID
12004470,9000057,2025-03-12,2025-03-23,62030.84,PAID
12004471,9000057,2025-04-12,2025-04-27,62030.84,PAID
12004472,9000057,2025-05-12,2025-05-18,62030.84,PAID
12004473,9000057,2025-06-12,2025-06-14,62030.84,PAID
12004474,9000057,2025-07-12,2025-07-12,62030.84,PAID
12004475,9000057,2025-08-12,2025-08-19,62030.84,PAID
12004476,9000057,2025-09-12,2025-09-14,62030.84,PAID
12004477,9000057,2025-10-12,2025-10-19,62030.84,PAID
12004478,9000057,2025-11-12,2025-11-15,62030.84,PAID
12004479,9000057,2025-12-12,2025-12-18,62030.84,PAID
12004480,9000057,2026-01-12,2026-01-19,62030.84,PAID
12004481,9000057,2026-02-12,2026-02-15,62030.84,PAID
12004482,9000057,2026-03-12,2026-03-23,62030.84,PAID
12004483,9000057,2026-04-12,2026-04-27,62030.84,PAID
12004484,9000057,2026-05-12,2026-05-16,62030.84,PAID
12004485,9000057,2026-06-12,2026-06-13,62030.84,PAID
12004486,9000057,2026-07-12,2026-07-25,62030.84,PAID
12004487,9000057,2026-08-12,2026-08-25,114273.19,PAID
12004488,9000057,2026-09-12,2026-09-15,62030.84,PAID
12004489,9000057,2026-10-12,2026-10-12,62030.84,PAID
12004490,9000057,2026-11-12,2026-11-20,62030.84,PAID
12004491,9000057,2026-12-12,2026-12-19,62030.84,PAID
12004492,9000057,2027-01-12,2027-01-25,62030.84,PAID
12004493,9000057,2027-02-12,2027-02-19,62030.84,PAID
12004494,9000057,2027-03-12,2027-03-15,62030.84,PAID
12004495,9000057,2027-04-12,2027-04-22,62030.84,PAID
12004496,9000057,2027-05-12,2027-05-23,62030.84,PAID
