transaction_id,account_id,transaction_date,amount_inr,transaction_type,channel,remarks
5011157,1000225,24-02-2023,9970.26,DEBIT,BRANCH,
5011158,1000225,21-02-2023,176987.02,DEBIT,BRANCH,
5011159,1000225,22-04-2024,105916.11,CREDIT,IMPS,
5011160,1000225,14-12-2024,130445.37,DEBIT,BRANCH,
5011161,1000225,15-11-2025,91162.18,DEBIT,UPI,
5011162,1000225,22-11-2023,55130.94,DEBIT,IMPS,
5011163,1000225,05-12-2025,132616.31,DEBIT,NEFT,
5011164,1000225,01-08-2024,71555.64,CREDIT,BRANCH,
5011165,1000225,13-10-2025,102349.65,CREDIT,ATM,
5011166,1000225,03-10-2024,42240.04,DEBIT,ATM,
5011167,1000225,07-12-2023,47869.84,CREDIT,ATM,
5011168,1000225,08-01-2025,33307.21,CREDIT,IMPS,
5011169,1000225,29-08-2023,122641.03,DEBIT,UPI,
5011170,1000225,19-11-2024,29271,CREDIT,NEFT,
5011171,1000225,10-03-2024,117048.31,DEBIT,IMPS,
5011172,1000225,19-01-2024,42208.32,CREDIT,IMPS,
5011173,1000225,15-09-2023,151536.24,CREDIT,UPI,
5011174,1000225,04-08-2024,117961.57,DEBIT,UPI,
5011175,1000225,16-11-2024,192278.62,DEBIT,IMPS,
5011176,1000225,03-05-2024,168701.62,DEBIT,UPI,
5011177,1000225,13-08-2023,59230.84,DEBIT,ATM,
5011178,1000225,14-09-2025,143017.18,CREDIT,BRANCH,
5011179,1000225,25-06-2023,31309.22,DEBIT,NEFT,
5011180,1000225,15-04-2024,17988.4,CREDIT,IMPS,
5011181,1000225,29-05-2025,183376.66,DEBIT,NEFT,
5011182,1000225,30-08-2025,121621.73,CREDIT,IMPS,
5011183,1000225,13-08-2023,73469.05,DEBIT,NEFT,
5011184,1000225,04-03-2025,139642.23,CREDIT,IMPS,
5011185,1000225,26-08-2023,8192.42,DEBIT,BRANCH,
5011186,1000225,08-01-2025,33492.54,DEBIT,IMPS,
5011187,1000225,12-01-2024,170194.8,CREDIT,BRANCH,
5011188,1000225,30-12-2024,107577.71,DEBIT,BRANCH,
5011189,1000225,13-05-2024,73488.18,CREDIT,BRANCH,
5011190,1000225,10-02-2025,31164.13,DEBIT,ATM,
5011191,1000225,27-06-2024,173445.5,DEBIT,BRANCH,
5011192,1000225,13-07-2024,124553.19,DEBIT,ATM,
5011193,1000225,30-12-2023,62971.19,DEBIT,BRANCH,
5011194,1000226,07-03-2024,199048.35,DEBIT,IMPS,
5011195,1000226,26-08-2023,98116.03,DEBIT,ATM,
5011196,1000226,21-09-2025,42074.64,CREDIT,NEFT,
5011197,1000226,09-02-2025,25567.67,DEBIT,IMPS,
5011198,1000226,27-02-2023,98627.91,CREDIT,UPI,
5011199,1000226,18-01-2025,14785.77,DEBIT,BRANCH,
5011200,1000226,05-11-2024,164914.02,DEBIT,UPI,
5011201,1000226,04-07-2023,57743.28,DEBIT,IMPS,
5011202,1000226,01-09-2023,177119.88,CREDIT,BRANCH,
5011203,1000226,03-05-2025,72435.33,DEBIT,UPI,
5011204,1000226,04-11-2024,7231.78,CREDIT,UPI,
5011205,1000226,27-08-2024,186397.03,DEBIT,NEFT,
5011206,1000226,29-01-2024,12681.11,DEBIT,UPI,
5011207,1000226,03-12-2023,84024.36,CREDIT,ATM,
5011208,1000226,24-01-2023,144765.28,CREDIT,IMPS,
5011209,1000226,13-08-2024,94069.56,CREDIT,ATM,
5011210,1000226,01-04-2024,83072.96,DEBIT,BRANCH,
5011211,1000226,15-10-2025,132909.33,DEBIT,IMPS,
5011212,1000226,08-12-2025,32508.86,CREDIT,IMPS,
5011213,1000226,15-11-2024,116446.51,CREDIT,NEFT,
5011214,1000226,17-01-2025,19352.12,CREDIT,BRANCH,
5011215,1000226,07-03-2023,44930.67,DEBIT,BRANCH,
5011216,1000226,22-01-2024,182248.89,DEBIT,IMPS,
5011217,1000226,16-02-2025,81886.37,DEBIT,IMPS,
5011218,1000226,27-09-2023,148776.85,CREDIT,NEFT,
5011219,1000226,24-05-2024,52853.19,DEBIT,ATM,
5011220,1000226,15-06-2025,67248.32,DEBIT,UPI,
5011221,1000226,08-05-2025,166956,DEBIT,BRANCH,
5011222,1000226,31-07-2023,98773.74,DEBIT,NEFT,
5011223,1000226,11-08-2025,135814.86,CREDIT,BRANCH,
5011224,1000226,27-06-2025,41650.43,DEBIT,UPI,
5011225,1000226,02-01-2025,39178.59,DEBIT,ATM,
5011226,1000226,25-12-2024,67571.76,CREDIT,ATM,
5011227,1000226,27-10-2025,41564.27,CREDIT,BRANCH,
5011228,1000226,29-12-2024,17356.54,CREDIT,UPI,
5011229,1000226,23-07-2023,16618.75,DEBIT,IMPS,
5011230,1000226,04-12-2024,140655.6,DEBIT,UPI,
5011231,1000226,21-02-2024,67742.36,DEBIT,BRANCH,
5011232,1000226,02-06-2023,87436.14,CREDIT,ATM,
5011233,1000226,05-01-2026,175901.64,CREDIT,UPI,
5011234,1000226,23-08-2023,56872.29,CREDIT,BRANCH,
5011235,1000226,29-09-2024,2957.88,CREDIT,BRANCH,
5011236,1000226,21-01-2023,86746.49,CREDIT,NEFT,
5011237,1000226,16-12-2023,2539.54,CREDIT,ATM,
5011238,1000226,10-04-2023,187601.4,CREDIT,BRANCH,
5011239,1000226,30-10-2024,133592.96,CREDIT,BRANCH,
5011240,1000226,11-05-2025,177388.88,CREDIT,UPI,
5011241,1000226,21-06-2023,54610.89,DEBIT,IMPS,
5011242,1000226,01-08-2025,119745.06,CREDIT,NEFT,
5011243,1000226,03-04-2025,57850.1,DEBIT,NEFT,
5011244,1000226,12-04-2023,169624.92,DEBIT,ATM,
5011245,1000226,30-10-2024,179734.65,CREDIT,IMPS,
5011246,1000226,07-03-2024,40913.05,DEBIT,ATM,
5011247,1000226,09-11-2025,26156.54,CREDIT,BRANCH,
5011248,1000226,19-10-2023,81709.75,DEBIT,ATM,
5011249,1000226,23-01-2023,73826.89,DEBIT,UPI,
5011250,1000226,09-11-2024,13966.02,DEBIT,NEFT,
5011251,1000226,19-09-2025,142492.54,CREDIT,UPI,
5011252,1000226,30-07-2025,60974.09,CREDIT,ATM,
5011253,1000226,21-11-2024,157422.9,CREDIT,UPI,
5011254,1000226,03-06-2024,149822.88,DEBIT,UPI,
5011255,1000226,25-01-2024,87817.53,DEBIT,NEFT,
5011256,1000226,25-11-2024,136080.99,CREDIT,IMPS,
5011257,1000227,13-03-2024,114675.43,DEBIT,BRANCH,
5011258,1000227,12-03-2024,109623.71,CREDIT,BRANCH,
5011259,1000227,27-12-2024,197732.03,CREDIT,UPI,
5011260,1000227,27-11-2024,51207.34,DEBIT,NEFT,
5011261,1000227,31-07-2024,113496.01,CREDIT,IMPS,
5011262,1000227,25-06-2025,33806.14,CREDIT,BRANCH,
5011263,1000227,15-08-2023,9122.5,DEBIT,NEFT,
5011264,1000227,07-03-2023,21541.89,DEBIT,UPI,
5011265,1000227,13-10-2025,130673.44,CREDIT,BRANCH,
5011266,1000227,27-05-2025,63427.3,CREDIT,UPI,
5011267,1000227,20-06-2025,58397.47,DEBIT,NEFT,
5011268,1000227,04-02-2024,2901.9,DEBIT,IMPS,
5011269,1000227,22-07-2024,95865.83,DEBIT,IMPS,
5011270,1000227,19-10-2023,181779.33,CREDIT,UPI,
5011271,1000227,24-08-2025,177807.98,DEBIT,ATM,
5011272,1000227,08-05-2024,90474.35,DEBIT,UPI,
5011273,1000227,27-10-2024,139887.27,CREDIT,IMPS,
5011274,1000227,13-06-2024,68147.36,DEBIT,ATM,
5011275,1000227,23-12-2025,169457.65,DEBIT,NEFT,
5011276,1000227,31-07-2025,90737.27,CREDIT,UPI,
5011277,1000227,10-04-2025,73514.01,DEBIT,BRANCH,
5011278,1000227,22-10-2023,105608.1,DEBIT,IMPS,
5011279,1000227,07-07-2023,158708.24,CREDIT,ATM,
5011280,1000227,25-03-2023,171236.81,DEBIT,NEFT,
5011281,1000227,23-06-2025,33134.31,DEBIT,ATM,
5011282,1000227,12-11-2023,24629.79,DEBIT,IMPS,
5011283,1000227,30-10-2025,121108.37,DEBIT,IMPS,
5011284,1000227,02-01-2026,121615.7,CREDIT,BRANCH,
5011285,1000227,18-12-2025,121498.65,CREDIT,UPI,
5011286,1000227,25-06-2025,166212.08,CREDIT,BRANCH,
5011287,1000227,13-08-2025,15006.5,DEBIT,IMPS,
5011288,1000227,23-09-2024,23503.77,DEBIT,UPI,
5011289,1000227,27-11-2024,47886.84,DEBIT,NEFT,
5011290,1000227,26-01-2023,77885.8,DEBIT,IMPS,
5011291,1000227,06-06-2023,152680.47,CREDIT,BRANCH,
5011292,1000227,20-06-2023,36055.2,DEBIT,ATM,
5011293,1000227,26-07-2025,98493.98,DEBIT,NEFT,
5011294,1000227,27-03-2024,46121.89,DEBIT,NEFT,
5011295,1000227,06-12-2024,184995.6,DEBIT,ATM,
5011296,1000227,20-09-2023,54357.96,CREDIT,NEFT,
5011297,1000227,24-12-2024,184795.73,DEBIT,NEFT,
5011298,1000227,19-01-2024,18333.18,DEBIT,IMPS,
5011299,1000227,02-06-2024,197385.35,CREDIT,UPI,
5011300,1000227,01-03-2025,28246.08,CREDIT,IMPS,
5011301,1000227,25-07-2025,73622.57,CREDIT,NEFT,
5011302,1000227,19-11-2025,199361.87,CREDIT,UPI,
5011303,1000227,23-05-2025,49390.49,DEBIT,ATM,
5011304,1000227,17-02-2024,39237.28,CREDIT,ATM,
5011305,1000227,18-08-2023,99253.07,DEBIT,UPI,
5011306,1000228,14-12-2024,65773.64,CREDIT,UPI,
5011307,1000228,24-03-2024,33794.44,DEBIT,IMPS,
5011308,1000228,09-11-2024,27884.19,DEBIT,IMPS,
5011309,1000228,26-04-2024,102327.34,DEBIT,IMPS,
5011310,1000228,18-07-2023,152461.53,DEBIT,UPI,
5011311,1000228,09-10-2023,71089.47,DEBIT,UPI,
5011312,1000228,14-09-2024,199704.65,DEBIT,IMPS,
5011313,1000228,19-05-2025,133821.7,DEBIT,ATM,
5011314,1000228,26-05-2024,1352.84,DEBIT,NEFT,
5011315,1000228,30-03-2025,39295.96,CREDIT,NEFT,
5011316,1000228,27-03-2024,56213.91,DEBIT,UPI,
5011317,1000228,21-06-2023,100632.15,DEBIT,ATM,
5011318,1000228,05-03-2024,2956.18,DEBIT,IMPS,
5011319,1000228,06-04-2023,126897.16,CREDIT,UPI,
5011320,1000228,28-05-2025,50575.79,CREDIT,UPI,
5011321,1000228,07-05-2025,76114.81,CREDIT,ATM,
5011322,1000228,03-12-2024,164235.58,DEBIT,UPI,
5011323,1000228,10-02-2025,92918.59,DEBIT,NEFT,
5011324,1000228,31-12-2024,182247.14,DEBIT,UPI,
5011325,1000228,17-04-2024,188231.5,DEBIT,ATM,
5011326,1000228,15-09-2023,101958.56,CREDIT,ATM,
5011327,1000228,15-08-2023,95779.11,DEBIT,ATM,
5011328,1000228,03-01-2025,77310.83,DEBIT,IMPS,
5011329,1000228,09-01-2026,178468.88,DEBIT,IMPS,
5011330,1000228,22-11-2024,44158.65,DEBIT,BRANCH,
5011331,1000228,17-04-2025,162366.13,CREDIT,NEFT,
5011332,1000228,02-02-2025,128214.24,DEBIT,ATM,
5011333,1000228,16-05-2025,120625.27,DEBIT,UPI,
5011334,1000228,18-06-2024,124637.06,CREDIT,UPI,
5011335,1000228,19-05-2025,61673.63,DEBIT,ATM,
5011336,1000228,11-05-2025,194935.62,CREDIT,IMPS,
5011337,1000228,18-06-2024,116653.02,DEBIT,IMPS,
5011338,1000228,26-10-2023,5898.36,DEBIT,IMPS,
5011339,1000228,02-03-2025,194139.76,DEBIT,UPI,
5011340,1000228,14-10-2023,14372.69,CREDIT,NEFT,
5011341,1000228,02-12-2023,76538.11,CREDIT,UPI,
5011342,1000228,05-02-2025,124148.64,DEBIT,UPI,
5011343,1000228,08-07-2023,105589.18,DEBIT,BRANCH,
5011344,1000228,22-03-2023,67030.85,CREDIT,ATM,
5011345,1000228,19-12-2025,38286.51,CREDIT,IMPS,
5011346,1000228,13-06-2024,147197.94,CREDIT,NEFT,
5011347,1000228,11-08-2025,36842.68,DEBIT,IMPS,
5011348,1000228,29-11-2025,166292.14,CREDIT,IMPS,
5011349,1000228,02-02-2023,125083.79,CREDIT,BRANCH,
5011350,1000228,13-03-2024,140461.08,CREDIT,IMPS,
5011351,1000228,09-03-2025,196311.23,DEBIT,IMPS,
5011352,1000229,11-12-2024,9189.66,DEBIT,UPI,
5011353,1000229,17-03-2025,44556.47,DEBIT,BRANCH,
5011354,1000229,14-01-2024,13570.42,CREDIT,IMPS,
5011355,1000229,06-04-2023,152631.52,DEBIT,IMPS,
5011356,1000229,26-06-2023,120342.51,DEBIT,ATM,
5011357,1000229,12-11-2023,196056.14,CREDIT,IMPS,
5011358,1000229,02-09-2024,78330.6,CREDIT,UPI,
5011359,1000229,10-01-2025,26090.8,CREDIT,ATM,
5011360,1000229,16-03-2024,20855.16,DEBIT,UPI,
5011361,1000229,13-03-2023,75391.7,DEBIT,IMPS,
5011362,1000229,01-12-2025,179683.26,DEBIT,NEFT,
5011363,1000229,28-11-2023,105590.87,DEBIT,BRANCH,
5011364,1000229,17-05-2024,161907.18,CREDIT,NEFT,
5011365,1000229,20-03-2023,140620.94,DEBIT,IMPS,
5011366,1000229,03-03-2023,15873.09,DEBIT,NEFT,
5011367,1000229,23-02-2023,54373.36,CREDIT,IMPS,
5011368,1000229,18-05-2025,199935.59,CREDIT,BRANCH,
5011369,1000229,26-05-2025,150971.77,DEBIT,ATM,
5011370,1000229,01-10-2023,49874.27,DEBIT,UPI,
5011371,1000229,16-01-2026,199736.31,CREDIT,UPI,
5011372,1000229,23-02-2024,10606.84,DEBIT,IMPS,
5011373,1000229,03-02-2025,88231.49,CREDIT,BRANCH,
5011374,1000229,12-02-2025,114097.68,CREDIT,NEFT,
5011375,1000229,03-04-2025,141246.73,DEBIT,UPI,
5011376,1000229,04-06-2025,159247.45,DEBIT,ATM,
5011377,1000229,08-11-2024,195791.21,CREDIT,IMPS,
5011378,1000229,08-07-2024,166181.82,DEBIT,BRANCH,
5011379,1000229,13-03-2024,196350.53,DEBIT,ATM,
5011380,1000229,29-09-2024,26586.34,DEBIT,IMPS,
5011381,1000230,21-12-2025,195787.22,CREDIT,ATM,
5011382,1000230,26-05-2024,15337.76,DEBIT,ATM,
5011383,1000230,27-02-2025,35083.74,CREDIT,UPI,
5011384,1000230,19-07-2024,24478.75,DEBIT,UPI,
5011385,1000230,21-01-2023,42106.45,DEBIT,ATM,
5011386,1000230,26-09-2024,62998.45,DEBIT,NEFT,
5011387,1000230,29-09-2023,56610.16,CREDIT,ATM,
5011388,1000230,01-10-2023,164511.07,DEBIT,ATM,
5011389,1000230,15-06-2025,164628.9,DEBIT,BRANCH,
5011390,1000230,20-09-2025,158471.08,DEBIT,NEFT,
5011391,1000230,19-01-2025,166418.2,CREDIT,UPI,
5011392,1000230,16-02-2023,154484.68,CREDIT,UPI,
5011393,1000230,16-05-2025,167819.63,DEBIT,BRANCH,
5011394,1000230,05-08-2025,183144.23,CREDIT,NEFT,
5011395,1000230,10-07-2025,57083.1,DEBIT,IMPS,
5011396,1000230,21-12-2023,50034.04,DEBIT,BRANCH,
5011397,1000230,28-10-2023,101898.93,DEBIT,NEFT,
5011398,1000230,03-07-2025,156928.99,CREDIT,BRANCH,
5011399,1000230,31-05-2025,169829.91,CREDIT,UPI,
5011400,1000230,24-08-2023,45599.78,DEBIT,ATM,
5011401,1000230,27-11-2023,79072.65,DEBIT,NEFT,
5011402,1000230,28-10-2023,112218.03,DEBIT,BRANCH,
5011403,1000230,05-07-2024,174170.82,DEBIT,ATM,
5011404,1000230,19-07-2025,109079.11,CREDIT,IMPS,
5011405,1000230,25-01-2023,45948.07,DEBIT,ATM,
5011406,1000230,17-10-2025,69649.66,DEBIT,UPI,
5011407,1000230,23-05-2023,46557.22,DEBIT,BRANCH,
5011408,1000230,17-11-2025,36992.35,DEBIT,NEFT,
5011409,1000230,03-11-2024,22791.62,DEBIT,UPI,
5011410,1000230,09-03-2023,34581.2,CREDIT,NEFT,
5011411,1000230,12-05-2024,147606.17,DEBIT,UPI,
5011412,1000230,25-04-2024,76388.95,DEBIT,BRANCH,
5011413,1000230,21-05-2024,29379.46,DEBIT,ATM,
5011414,1000230,23-10-2024,60099.4,CREDIT,NEFT,
5011415,1000230,06-12-2025,185961.02,DEBIT,ATM,
5011416,1000230,06-02-2023,144033.81,CREDIT,IMPS,
5011417,1000230,01-07-2024,71972.39,DEBIT,NEFT,
5011418,1000230,04-01-2024,17903.4,DEBIT,NEFT,
5011419,1000230,05-11-2024,5314.37,CREDIT,ATM,
5011420,1000230,27-08-2025,95367.83,DEBIT,NEFT,
5011421,1000230,16-11-2023,137071.32,DEBIT,UPI,
5011422,1000230,24-09-2023,62195.96,CREDIT,IMPS,
5011423,1000230,16-11-2025,186229.42,DEBIT,IMPS,
5011424,1000230,27-01-2023,61938.9,DEBIT,NEFT,
5011425,1000230,07-03-2023,21163.73,DEBIT,ATM,
5011426,1000230,07-04-2025,45303.54,DEBIT,UPI,
5011427,1000230,26-09-2025,65347.31,DEBIT,UPI,
5011428,1000230,04-04-2023,151219.38,DEBIT,IMPS,
5011429,1000230,02-10-2023,170698.65,CREDIT,ATM,
5011430,1000230,12-03-2025,5169.05,CREDIT,NEFT,
5011431,1000230,06-10-2023,1571.41,CREDIT,UPI,
5011432,1000231,25-05-2024,190428.95,DEBIT,IMPS,
5011433,1000231,18-12-2024,13701.02,CREDIT,NEFT,
5011434,1000231,04-08-2023,11225.88,CREDIT,ATM,
5011435,1000231,04-02-2023,184338.35,DEBIT,ATM,
5011436,1000231,19-04-2025,20019.05,DEBIT,UPI,
5011437,1000231,03-11-2024,168468.83,DEBIT,UPI,
5011438,1000231,06-10-2025,161346.86,DEBIT,NEFT,
5011439,1000231,31-12-2023,138782.66,DEBIT,IMPS,
5011440,1000231,18-09-2023,63560.08,CREDIT,ATM,
5011441,1000231,28-06-2024,20212.49,DEBIT,ATM,
5011442,1000231,12-11-2023,83947.67,DEBIT,ATM,
5011443,1000231,03-06-2025,194229.02,CREDIT,IMPS,
5011444,1000231,31-10-2025,187442.49,DEBIT,BRANCH,
5011445,1000231,13-12-2025,138532.79,CREDIT,BRANCH,
5011446,1000231,22-12-2024,153052.42,DEBIT,ATM,
5011447,1000231,03-01-2025,160810.44,CREDIT,IMPS,
5011448,1000231,09-01-2024,144301.48,DEBIT,UPI,
5011449,1000231,21-06-2023,84234.91,DEBIT,IMPS,
5011450,1000231,30-12-2024,69476.08,CREDIT,BRANCH,
5011451,1000231,08-08-2024,107125.73,CREDIT,ATM,
5011452,1000231,06-09-2025,100820.9,CREDIT,BRANCH,
5011453,1000231,23-12-2024,150380.24,CREDIT,IMPS,
5011454,1000231,24-06-2024,190749.95,DEBIT,BRANCH,
5011455,1000231,09-04-2023,108060.22,DEBIT,NEFT,
5011456,1000231,12-01-2026,12956.32,DEBIT,BRANCH,
5011457,1000231,31-10-2024,1969.78,DEBIT,NEFT,
5011458,1000231,13-10-2025,49493.23,CREDIT,ATM,
5011459,1000231,13-02-2024,110851.26,CREDIT,BRANCH,
5011460,1000231,17-12-2025,21251.85,DEBIT,UPI,
5011461,1000231,16-08-2023,66599.03,DEBIT,UPI,
5011462,1000231,12-07-2023,109676.12,DEBIT,BRANCH,
5011463,1000231,15-10-2025,122157.99,CREDIT,IMPS,
5011464,1000231,19-06-2023,147103.6,DEBIT,UPI,
5011465,1000231,10-11-2023,38621.15,CREDIT,NEFT,
5011466,1000231,04-06-2025,103291.47,DEBIT,BRANCH,
5011467,1000231,11-09-2023,176184.3,DEBIT,BRANCH,
5011468,1000231,30-12-2024,76109.5,DEBIT,ATM,
5011469,1000231,09-08-2025,82632.3,DEBIT,ATM,
5011470,1000231,22-05-2023,177098.77,DEBIT,ATM,
5011471,1000231,07-04-2024,37083.98,DEBIT,BRANCH,
5011472,1000231,16-05-2024,186677.17,CREDIT,ATM,
5011473,1000231,29-06-2025,71535.23,DEBIT,BRANCH,
5011474,1000231,17-06-2023,185030.92,DEBIT,NEFT,
5011475,1000231,25-07-2024,19303.03,DEBIT,UPI,
5011476,1000231,17-02-2025,158995.15,CREDIT,ATM,
5011477,1000231,07-11-2025,72355.07,CREDIT,ATM,
5011478,1000231,27-02-2024,186407.3,DEBIT,ATM,
5011479,1000231,19-02-2025,53139.25,CREDIT,BRANCH,
5011480,1000231,07-08-2025,108717.44,CREDIT,BRANCH,
5011481,1000231,23-01-2023,131869.72,CREDIT,ATM,
5011482,1000231,26-02-2023,192188.61,CREDIT,NEFT,
5011483,1000231,25-06-2025,45184.97,DEBIT,BRANCH,
5011484,1000231,03-12-2024,105135.38,DEBIT,UPI,
5011485,1000231,06-08-2025,59796.24,DEBIT,NEFT,
5011486,1000231,12-09-2024,55332.77,CREDIT,BRANCH,
5011487,1000231,24-04-2024,42398.28,CREDIT,IMPS,
5011488,1000231,18-08-2025,187125,DEBIT,UPI,
5011489,1000232,21-01-2025,62426.39,DEBIT,IMPS,
5011490,1000232,17-01-2024,168144.96,CREDIT,IMPS,
5011491,1000232,03-11-2024,82139.5,DEBIT,IMPS,
5011492,1000232,29-09-2024,9532.46,CREDIT,NEFT,
5011493,1000232,10-09-2024,61196.48,CREDIT,UPI,
5011494,1000232,29-10-2023,131077.77,DEBIT,IMPS,
5011495,1000232,18-01-2025,167028.27,CREDIT,NEFT,
5011496,1000232,30-03-2024,59218.28,CREDIT,BRANCH,
5011497,1000232,14-09-2023,20389.76,DEBIT,IMPS,
5011498,1000232,23-09-2025,156374.94,DEBIT,NEFT,
5011499,1000232,16-08-2025,139031.77,CREDIT,BRANCH,
5011500,1000232,30-03-2023,169044.89,CREDIT,UPI,
5011501,1000232,29-10-2023,89210.87,DEBIT,NEFT,
5011502,1000232,18-12-2023,23664.55,CREDIT,IMPS,
5011503,1000232,30-01-2024,80823.39,CREDIT,UPI,
5011504,1000232,06-05-2023,138639.04,DEBIT,NEFT,
5011505,1000232,11-11-2025,28540.98,DEBIT,ATM,
5011506,1000232,15-02-2024,74755.5,DEBIT,NEFT,
5011507,1000232,11-08-2024,59598.36,DEBIT,ATM,
5011508,1000232,28-11-2023,135999.88,DEBIT,UPI,
5011509,1000232,14-07-2023,179200.83,DEBIT,ATM,
5011510,1000232,08-03-2025,160399,CREDIT,IMPS,
5011511,1000232,05-12-2025,32794.7,DEBIT,BRANCH,
5011512,1000232,17-01-2025,164484.44,DEBIT,BRANCH,
5011513,1000232,05-12-2025,64118.49,DEBIT,NEFT,
5011514,1000232,11-10-2024,128431.76,CREDIT,NEFT,
5011515,1000232,29-06-2023,36988.14,CREDIT,IMPS,
5011516,1000232,12-03-2025,178213.4,DEBIT,BRANCH,
5011517,1000232,19-12-2024,166185.66,DEBIT,ATM,
5011518,1000232,08-05-2023,183318.88,DEBIT,ATM,
5011519,1000232,13-07-2024,187107.17,DEBIT,BRANCH,
5011520,1000232,24-03-2024,40940.96,DEBIT,NEFT,
5011521,1000232,27-05-2024,101094.79,DEBIT,BRANCH,
5011522,1000232,15-03-2023,194511.37,CREDIT,ATM,
5011523,1000232,30-07-2023,71832.45,CREDIT,UPI,
5011524,1000232,07-08-2023,158644.35,DEBIT,ATM,
5011525,1000232,19-12-2023,78925.75,DEBIT,NEFT,
5011526,1000232,16-01-2025,55443.74,DEBIT,IMPS,
5011527,1000232,24-07-2024,77214.52,CREDIT,BRANCH,
5011528,1000232,06-01-2024,18285.64,DEBIT,IMPS,
5011529,1000232,16-02-2023,98132.33,CREDIT,UPI,
5011530,1000232,12-06-2025,17342.31,DEBIT,BRANCH,
5011531,1000232,05-11-2023,48144.18,CREDIT,NEFT,
5011532,1000232,07-07-2024,56965.47,CREDIT,ATM,
5011533,1000233,13-05-2024,89016.9,DEBIT,IMPS,
5011534,1000233,21-07-2023,131804.23,DEBIT,NEFT,
5011535,1000233,19-12-2024,13509.41,DEBIT,IMPS,
5011536,1000233,06-04-2023,97315.9,DEBIT,ATM,
5011537,1000233,28-09-2025,174983.34,CREDIT,BRANCH,
5011538,1000233,15-02-2023,133991.89,DEBIT,UPI,
5011539,1000233,26-01-2025,190329.8,DEBIT,NEFT,
5011540,1000233,25-03-2024,94159.53,CREDIT,ATM,
5011541,1000233,24-01-2025,28891.07,DEBIT,IMPS,
5011542,1000233,31-07-2024,154337.25,DEBIT,BRANCH,
5011543,1000233,13-10-2023,171518.47,CREDIT,UPI,
5011544,1000233,29-09-2024,17224.18,DEBIT,NEFT,
5011545,1000233,27-09-2024,142472.95,DEBIT,BRANCH,
5011546,1000233,28-03-2023,128345.26,DEBIT,NEFT,
5011547,1000233,26-01-2023,149759.24,CREDIT,BRANCH,
5011548,1000233,28-08-2023,63019.51,DEBIT,UPI,
5011549,1000233,08-08-2023,167631.84,CREDIT,NEFT,
5011550,1000233,12-04-2023,2864.6,CREDIT,UPI,
5011551,1000233,20-09-2024,122835.81,DEBIT,NEFT,
5011552,1000233,04-03-2024,73949.91,CREDIT,IMPS,
5011553,1000233,17-11-2023,61683.06,CREDIT,UPI,
5011554,1000233,20-11-2023,191363.16,DEBIT,IMPS,
5011555,1000233,10-01-2024,143666.56,DEBIT,IMPS,
5011556,1000233,09-04-2024,22993.18,DEBIT,IMPS,
5011557,1000233,07-01-2026,188140.44,DEBIT,ATM,
5011558,1000233,09-05-2025,16554.26,CREDIT,BRANCH,
5011559,1000233,08-10-2025,12019.8,DEBIT,UPI,
5011560,1000233,21-02-2023,10346.51,CREDIT,BRANCH,
5011561,1000233,16-08-2024,88596.45,CREDIT,UPI,
5011562,1000233,12-01-2024,89357.44,DEBIT,UPI,
5011563,1000233,01-11-2024,29978.35,DEBIT,BRANCH,
5011564,1000233,01-09-2025,37687.61,CREDIT,NEFT,
5011565,1000233,12-09-2024,83207.75,DEBIT,UPI,
5011566,1000233,24-02-2023,49830.77,DEBIT,NEFT,
5011567,1000233,10-02-2023,54344.19,CREDIT,ATM,
5011568,1000233,22-11-2024,27684.95,CREDIT,ATM,
5011569,1000233,12-04-2024,102119.49,CREDIT,ATM,
5011570,1000233,03-04-2025,94863.5,CREDIT,IMPS,
5011571,1000233,09-06-2023,10713.77,DEBIT,UPI,
5011572,1000233,07-11-2023,169871.54,DEBIT,UPI,
5011573,1000233,20-11-2025,120399.44,DEBIT,NEFT,
5011574,1000233,20-05-2024,93500.83,DEBIT,NEFT,
5011575,1000233,18-09-2023,29451.53,CREDIT,UPI,
5011576,1000233,11-10-2023,144113.68,DEBIT,BRANCH,
5011577,1000233,01-04-2023,35530.21,DEBIT,UPI,
5011578,1000233,14-11-2023,181588.88,CREDIT,NEFT,
5011579,1000233,02-04-2025,145587.97,CREDIT,IMPS,
5011580,1000233,23-10-2025,115864.86,DEBIT,UPI,
5011581,1000234,02-09-2024,137110.99,CREDIT,BRANCH,
5011582,1000234,27-02-2023,18455.04,DEBIT,IMPS,
5011583,1000234,02-11-2025,36374.73,CREDIT,UPI,
5011584,1000234,05-07-2025,197544.95,CREDIT,BRANCH,
5011585,1000234,25-01-2024,15699.3,DEBIT,UPI,
5011586,1000234,14-11-2025,64974.94,CREDIT,ATM,
5011587,1000234,10-03-2024,33075.76,DEBIT,NEFT,
5011588,1000234,16-01-2026,153291.47,CREDIT,ATM,
5011589,1000234,04-04-2023,95247.27,DEBIT,NEFT,
5011590,1000234,16-10-2025,41168.13,DEBIT,ATM,
5011591,1000234,25-11-2025,95188.27,DEBIT,ATM,
5011592,1000234,12-03-2023,149404.84,DEBIT,ATM,
5011593,1000234,06-06-2023,191028.7,CREDIT,UPI,
5011594,1000234,07-09-2023,54469.41,CREDIT,NEFT,
5011595,1000234,14-09-2025,163417.21,CREDIT,IMPS,
